id,title,funding_organization,maximum_monetary_value,desired_amount,application_date,deadline,status
GR-C460139-DU3,"Centralized attitude-oriented collaboration","Duarte-Hernandez Endowment",28975.14,15213.53,2024-02-23,2024-10-02,Denied
GR-C460831-ST7,"Customizable national functionalities","Stephens-Fisher Endowment",56527.49,46806.16,2023-02-07,2024-06-29,Denied
GR-C470692-GO8,"Configurable optimizing projection","Gordon, Jones and Martinez Council",17351.35,11560.24,2022-11-28,2024-12-02,Pending
GR-C477823-CA6,"Customizable hybrid throughput","Castillo-Patel Endowment",77176.78,52053.22,2022-04-16,2024-03-30,Denied
GR-C498235-PR8,"Cloned interactive core","Price, Smith and Smith Endowment",90675.01,57232.71,2023-11-08,2024-05-07,Denied
GR-C500630-AN5,"Compatible clear-thinking paradigm","Anderson, Smith and Martinez Federation",24467.06,17173.37,2024-03-25,2024-12-30,Approved
GR-C508143-PA0,"Cross-platform systemic interface","Parks and Sons Council",23718.66,17977.32,2022-10-20,2024-11-22,Denied
GR-C511186-BA0,"Centralized intermediate archive","Barton-Warren Endowment",99408.04,55648.52,2022-08-30,2024-12-14,Approved
GR-C537760-RI4,"Configurable fresh-thinking software","Rivera-Smith Council",79890.84,46956.33,2023-02-04,2025-01-10,Denied
GR-C541408-GR7,"Cross-platform maximized projection","Green-Tucker Foundation",69701.24,59183.50,2023-02-17,2025-01-10,Pending
GR-C543968-HU3,"Customer-focused national neural-net","Hurst, Walter and Hughes Endowment",39743.83,27028.40,2022-06-23,2025-01-06,Denied
GR-C547003-CA6,"Configurable bandwidth-monitored conglomeration","Carroll-Little Trust",67196.24,39065.08,2022-04-06,2024-08-12,Denied
GR-C549972-WA8,"Configurable zero tolerance approach","Watkins-Woods Fund",89913.88,46332.12,2023-07-08,2024-11-18,Pending
GR-C552417-CO7,"Centralized multi-tasking methodology","Collins LLC Trust",87787.76,76035.59,2023-10-27,2024-11-30,Pending
GR-C554954-FI6,"Cloned systemic archive","Figueroa PLC Foundation",59309.48,35001.48,2023-04-06,2024-04-17,Denied
GR-C557976-SC0,"Customizable zero-defect groupware","Schmidt LLC Foundation",44575.37,27764.86,2022-12-20,2025-03-17,Pending
GR-C561409-WO1,"Compatible systemic leverage","Woodard-Clayton Foundation",36314.71,25419.34,2022-10-11,2024-09-06,Approved
GR-C593561-LE3,"Cross-group content-based flexibility","Lewis PLC Fund",72916.37,39072.07,2022-06-23,2025-01-21,Pending
GR-C597201-RI0,"Compatible optimal groupware","Rice, Hensley and Stevens Foundation",41243.02,33726.77,2022-11-30,2024-05-11,Pending
GR-C603072-RU2,"Cloned cohesive middleware","Ruiz Group Federation",73776.33,46689.83,2023-07-12,2024-05-18,Approved
GR-C606155-HE7,"Customer-focused systematic secured line","Hernandez, Salazar and Foster Fund",17600.97,12638.89,2023-07-27,2024-03-29,Approved
GR-C612577-ZU8,"Customer-focused interactive extranet","Zuniga-Mann Fund",91025.66,57754.13,2024-02-18,2024-03-30,Denied
GR-C615409-HI8,"Customer-focused cohesive neural-net","Hicks-Hoover Endowment",97077.25,53053.09,2023-01-28,2024-12-02,Approved
GR-C618858-MC5,"Centralized bi-directional paradigm","Mccarthy, Huang and Greer Institute",28654.34,19857.47,2024-03-15,2024-04-05,Approved
GR-C621995-HE3,"Centralized global leverage","Herman PLC Endowment",66889.58,49157.88,2022-09-03,2024-11-30,Denied
GR-C628422-RI0,"Cross-group fault-tolerant installation","Rios, Smith and Munoz Fund",41143.91,32911.27,2022-11-20,2025-03-18,Denied
GR-C633832-ST6,"Customer-focused multi-state task-force","Stanley-Brown Endowment",63029.37,33572.57,2022-04-26,2025-02-04,Pending
GR-C640125-SK8,"Configurable eco-centric installation","Skinner, Keith and Williams Federation",11954.19,7149.95,2023-07-18,2024-07-05,Pending
GR-C642138-ME1,"Centralized attitude-oriented circuit","Mendez, Bowman and Barrett Trust",73281.69,60384.84,2022-03-31,2024-05-20,Approved
GR-C644300-IB2,"Cross-platform content-based conglomeration","Ibarra-Pham Endowment",22334.14,14977.14,2023-11-22,2025-02-25,Pending
GR-C650044-MI8,"Centralized impactful methodology","Miller LLC Trust",80072.71,44553.23,2023-02-28,2025-01-22,Approved
GR-C651809-DA3,"Customizable zero-defect framework","Davis, Williams and Miller Endowment",61449.70,51093.26,2022-04-03,2025-01-22,Pending
GR-C657526-JO9,"Configurable mission-critical project","Johnson, Smith and Dawson Institute",34098.00,17548.57,2022-11-19,2024-08-19,Denied
GR-C661703-TO8,"Cloned bi-directional success","Torres and Sons Foundation",42460.31,27369.56,2024-01-08,2025-02-19,Approved
GR-C664928-MA9,"Cross-platform intermediate encryption","May and Sons Federation",38571.25,31718.05,2023-03-29,2024-05-07,Denied
GR-C666856-PA5,"Customer-focused empowering access","Padilla-Contreras Endowment",19714.84,14909.52,2024-01-15,2025-03-10,Pending
GR-C667311-BE8,"Cloned maximized orchestration","Benjamin, Taylor and Jackson Endowment",59677.50,46328.47,2022-11-08,2024-08-24,Denied
GR-C670445-WI9,"Cloned clear-thinking success","Wilson-Bender Endowment",84608.20,54650.41,2023-07-19,2025-01-04,Approved
GR-C674345-HA5,"Cloned mission-critical instruction set","Hall-Hall Fund",97755.37,87403.74,2024-02-25,2024-09-22,Denied
GR-C680401-CA5,"Cross-group mobile algorithm","Cabrera-Doyle Foundation",62637.81,46830.63,2022-08-05,2024-09-10,Pending
GR-C683333-HA6,"Configurable mission-critical challenge","Harrington and Sons Council",25335.25,21340.12,2022-12-16,2024-06-06,Denied
GR-C689937-BO6,"Cross-group non-volatile contingency","Boyd LLC Federation",42993.46,28313.75,2023-01-16,2025-03-05,Denied
GR-C692290-BA6,"Cross-group disintermediate complexity","Barnes LLC Endowment",16004.87,11146.96,2023-03-16,2024-06-07,Pending
GR-C696949-WI0,"Configurable transitional protocol","Williams Inc Endowment",28207.77,14842.10,2024-03-10,2024-07-19,Denied
GR-C703542-GI0,"Cross-group grid-enabled groupware","Gill PLC Institute",40590.81,29762.18,2022-12-30,2024-11-03,Approved
GR-C708067-MA5,"Cloned contextually-based task-force","Martinez Ltd Endowment",75143.00,43553.51,2024-01-25,2025-03-23,Pending
GR-C715611-QU8,"Customer-focused regional complexity","Quinn, Wood and Davis Federation",81748.45,61751.43,2023-09-08,2024-11-18,Approved
GR-C718581-MO3,"Cross-group empowering application","Mosley, Kramer and Brown Endowment",32453.71,22446.40,2022-09-03,2024-04-14,Denied
GR-C718775-NI7,"Customer-focused optimizing analyzer","Nixon-James Endowment",81198.39,71201.58,2024-02-27,2024-09-25,Approved
GR-C720974-MA6,"Centralized coherent alliance","Martin, Mcdaniel and Thomas Trust",83293.11,45938.07,2023-11-26,2024-04-15,Approved
GR-C728731-KE6,"Customer-focused needs-based ability","Kelley Ltd Trust",94989.25,62829.35,2022-11-16,2024-04-25,Pending
GR-C729625-BR3,"Customizable dedicated Graphic Interface","Brown Group Fund",73029.24,56957.38,2023-02-03,2024-09-28,Pending
GR-C743587-MC5,"Cross-group secondary definition","Mckenzie, Morrison and Johnson Foundation",34203.95,24630.66,2024-02-05,2024-09-02,Denied
GR-C745627-HA7,"Customizable reciprocal contingency","Harper-Miles Endowment",19525.33,13331.14,2023-11-07,2024-12-30,Approved
GR-C746765-ST8,"Centralized 3rdgeneration synergy","Strong and Sons Council",37225.46,26541.58,2022-10-08,2024-05-04,Denied
GR-C757869-BR4,"Configurable static encoding","Braun PLC Foundation",73121.45,57615.41,2023-04-14,2024-05-27,Approved
GR-C763370-WI8,"Cloned object-oriented system engine","Williams-Montgomery Trust",10194.39,5835.44,2023-06-28,2024-10-18,Denied
GR-C769178-WI3,"Centralized transitional model","Williams, Fletcher and Perez Trust",52753.63,32719.99,2023-10-23,2024-07-02,Approved
GR-C779295-MA3,"Configurable bottom-line functionalities","Mason-Douglas Trust",57215.82,38453.74,2023-11-03,2024-07-29,Pending
GR-C784170-OL2,"Customizable attitude-oriented analyzer","Olson and Sons Council",48414.35,42475.69,2023-07-02,2024-08-21,Pending
GR-C788327-BA8,"Cross-platform dynamic forecast","Baker Inc Institute",22654.35,17782.70,2024-02-28,2024-09-11,Pending
GR-C792094-MA3,"Cross-platform 24hour knowledgebase","Massey Group Institute",75350.38,51173.44,2024-03-03,2024-03-29,Approved
GR-C813780-BE8,"Compatible holistic knowledgebase","Bell-Mcbride Fund",67318.89,46747.40,2023-08-18,2024-10-24,Denied
GR-C823746-WO8,"Customer-focused client-driven installation","Woods Ltd Federation",90498.51,69557.13,2022-12-08,2024-09-30,Denied
GR-C830190-GR2,"Cross-group client-server firmware","Graham, Cummings and Powell Endowment",85078.60,59566.60,2022-09-12,2025-02-18,Denied
GR-C840709-SA0,"Configurable 4thgeneration policy","Sanford, Miller and Hardy Foundation",29952.81,22999.24,2022-09-10,2024-05-25,Denied
GR-C850577-PE8,"Customizable encompassing groupware","Peterson, Massey and Carlson Endowment",18057.94,15465.79,2022-06-28,2024-06-17,Pending
GR-C854301-WR3,"Cross-group asymmetric installation","Wright Group Fund",85667.18,65140.78,2022-11-13,2024-12-07,Approved
GR-C867196-JO8,"Compatible 3rdgeneration budgetary management","Jones and Sons Fund",99972.88,65784.49,2022-07-08,2025-03-22,Denied
GR-C868546-BE6,"Customizable global neural-net","Benitez, Anderson and Cruz Foundation",60249.17,53969.30,2023-01-06,2024-07-29,Approved
GR-C873300-CI6,"Centralized bandwidth-monitored focus group","Cisneros-Wilson Council",12449.21,9593.17,2023-07-26,2025-01-03,Approved
GR-C887245-EV2,"Customizable clear-thinking matrices","Evans, Brown and Meadows Council",67867.39,42262.80,2022-08-12,2024-04-03,Pending
GR-C889403-RO0,"Compatible homogeneous hardware","Roberts LLC Federation",29063.05,15483.03,2022-06-10,2025-01-24,Denied
GR-C890088-GO9,"Cross-platform logistical contingency","Goodwin, Lopez and Alvarez Council",21967.65,15547.17,2023-08-29,2024-10-09,Pending
GR-C902615-AL4,"Customer-focused stable pricing structure","Allen PLC Federation",30869.85,21358.75,2022-06-04,2025-02-21,Denied
GR-C912018-CU5,"Configurable optimal artificial intelligence","Cunningham-Torres Fund",92286.35,60556.60,2022-07-15,2024-08-19,Approved
GR-C914140-GA8,"Cloned modular instruction set","Garcia Inc Foundation",20225.17,13713.13,2023-03-28,2025-03-03,Approved
GR-C921372-SI7,"Cross-group leadingedge installation","Simpson-Anderson Council",52001.65,33922.46,2023-10-07,2024-06-07,Denied
GR-C922743-WE4,"Cross-group executive moderator","Webster-Rose Trust",95059.37,82611.09,2023-05-14,2025-01-04,Pending
GR-C932250-LE5,"Customer-focused directional circuit","Lee, Newton and Holland Federation",75245.89,60507.47,2023-11-15,2024-06-30,Denied
GR-C933129-BO6,"Configurable object-oriented initiative","Booth-Gibson Institute",12901.62,8651.29,2023-03-06,2024-08-03,Approved
GR-C938570-WA7,"Cross-platform didactic migration","Watson Ltd Foundation",60146.26,35159.75,2022-09-27,2024-04-16,Pending
GR-C943329-WE6,"Centralized eco-centric conglomeration","Webb LLC Council",79068.28,55091.16,2023-05-06,2024-10-24,Approved
GR-C943600-HI9,"Centralized dedicated help-desk","Higgins-Williams Foundation",32962.75,27872.04,2023-04-19,2024-05-09,Approved
GR-C946310-DI8,"Cross-platform foreground help-desk","Diaz LLC Institute",66942.88,55205.67,2023-07-18,2024-09-21,Approved
GR-C948404-JA9,"Customer-focused empowering alliance","Jackson Ltd Institute",97753.77,66565.02,2023-11-09,2024-06-13,Denied
GR-C969114-SU4,"Customizable foreground collaboration","Sutton PLC Federation",95884.19,57831.01,2023-12-04,2024-08-27,Denied
GR-C978859-ME8,"Centralized maximized methodology","Meyer-Webb Endowment",33832.02,18666.83,2022-05-28,2024-08-28,Denied
GR-C982185-TO8,"Cloned dynamic installation","Todd-Williams Institute",48483.09,36197.44,2023-11-08,2024-09-11,Approved
GR-C997991-QU3,"Customizable national model","Quinn-Rodriguez Trust",99137.24,75008.16,2024-03-13,2024-05-18,Denied
GR-C999770-WI0,"Compatible content-based knowledgebase","Wilson-Baker Endowment",86941.73,54133.18,2023-10-10,2025-01-14,Pending
GR-C999924-WR3,"Customizable multi-tasking leverage","Wright Group Fund",52220.41,33860.93,2022-10-23,2024-04-29,Denied
GR-D102952-SA7,"Diverse holistic paradigm","Santos, Smith and Raymond Institute",49225.61,27806.72,2022-10-17,2024-04-20,Denied
GR-D108032-CU1,"Decentralized coherent matrix","Cummings, Fernandez and Stewart Federation",63354.53,45301.18,2023-11-11,2024-10-21,Pending
GR-D112868-SL1,"Decentralized secondary system engine","Sloan, Chapman and Dickson Endowment",66718.82,40647.74,2024-02-21,2024-12-06,Pending
GR-D122002-KR0,"Decentralized optimizing approach","Krause-Welch Endowment",60676.17,49443.09,2023-04-20,2024-07-19,Denied
GR-D126603-PE2,"Decentralized bifurcated array","Peterson-Campbell Institute",92364.15,70744.00,2023-03-12,2024-12-18,Denied
GR-D130480-CH8,"Diverse intangible throughput","Chang-Mack Foundation",19088.91,15497.59,2022-12-28,2024-10-22,Approved
GR-D130487-BO1,"Decentralized upward-trending orchestration","Bonilla-Hancock Trust",23858.24,20715.32,2022-05-21,2024-12-15,Approved
GR-D138718-ME8,"Down-sized background model","Mejia-Medina Federation",83036.61,65100.27,2024-03-08,2024-05-23,Denied
GR-D140103-SP4,"De-engineered transitional Local Area Network","Sparks, Mccoy and Barnes Endowment",39387.88,22042.28,2022-05-24,2024-10-18,Pending
GR-D140435-ME1,"Devolved asynchronous software","Medina, Stark and Walker Federation",55038.96,27617.87,2023-10-01,2024-11-26,Pending
GR-D140878-MO0,"Down-sized interactive neural-net","Morales, Rodriguez and George Institute",18481.12,16309.78,2022-08-30,2024-09-02,Denied
GR-D160430-EL5,"Devolved zero-defect standardization","Ellis-Kelly Endowment",18510.65,14273.99,2023-01-05,2024-09-24,Pending
GR-D170843-HA1,"Decentralized optimizing circuit","Harris-Howell Federation",78000.91,42920.91,2022-08-31,2025-02-27,Approved
GR-D183812-BE7,"Distributed systematic algorithm","Bennett, Owens and Browning Federation",81186.04,54585.29,2022-09-27,2024-10-29,Approved
GR-D192342-RO8,"Digitized dynamic initiative","Rodriguez-Matthews Endowment",85425.76,45236.72,2022-08-28,2024-04-29,Pending
GR-D202205-BA8,"Decentralized clear-thinking open system","Bates-Ramirez Foundation",44734.39,25007.92,2023-09-28,2025-02-09,Approved
GR-D203541-MU0,"Decentralized methodical matrices","Munoz-Smith Institute",28175.89,20126.86,2023-11-30,2024-04-28,Denied
GR-D206461-PA5,"De-engineered dedicated definition","Park Group Institute",45679.81,28986.13,2022-11-25,2024-12-15,Approved
GR-D207407-ST2,"Digitized zero tolerance product","Stewart, Jones and Bailey Foundation",63987.02,39506.85,2023-02-12,2024-06-20,Pending
GR-D213099-HI5,"Down-sized mobile installation","Hill-Gonzalez Federation",56927.73,42394.51,2023-12-25,2024-10-02,Approved
GR-D231849-BR7,"Distributed responsive capability","Brown-Andrade Federation",42742.92,22035.43,2022-12-27,2025-01-07,Denied
GR-D241611-DE5,"Down-sized zero tolerance functionalities","Delacruz-Wilson Institute",44660.56,24781.40,2022-07-15,2024-09-09,Pending
GR-D247101-MI3,"Diverse secondary policy","Mitchell-Rodgers Council",39921.86,24810.63,2022-08-23,2024-06-23,Pending
GR-D259471-HA9,"De-engineered local instruction set","Harris Ltd Trust",63430.33,42307.45,2022-10-19,2024-07-25,Approved
GR-D260683-MI5,"Decentralized discrete protocol","Mitchell-Brown Federation",31595.38,24669.41,2022-12-25,2024-04-10,Pending
GR-D267369-ST5,"De-engineered leadingedge approach","Stewart and Sons Institute",34434.58,22400.70,2022-06-15,2024-11-09,Approved
GR-D272141-LE3,"Decentralized full-range knowledgebase","Lee-Schultz Endowment",37083.84,19384.84,2023-03-03,2024-05-28,Pending
GR-D275300-PA9,"Devolved homogeneous productivity","Patterson-Carroll Institute",38111.90,21465.39,2023-11-09,2024-08-15,Approved
GR-D276925-GR4,"Down-sized tangible matrix","Green-Hill Trust",14400.53,9308.72,2023-03-24,2024-06-08,Approved
GR-D294451-ST0,"De-engineered clear-thinking customer loyalty","Strong, Russell and Morales Federation",86475.65,44231.76,2023-07-30,2024-11-27,Denied
GR-D307165-HA6,"De-engineered radical encoding","Harris-Black Federation",81995.04,43641.65,2023-06-26,2024-12-20,Pending
GR-D314196-KE0,"Digitized directional concept","Kelley-Lopez Council",41054.47,23211.89,2023-12-20,2025-01-10,Pending
GR-D314664-AN1,"De-engineered static installation","Anderson-Hernandez Institute",71285.89,47571.76,2023-10-01,2024-12-02,Approved
GR-D315298-WI3,"Distributed fault-tolerant superstructure","Wilson-Daniels Trust",24638.47,21166.62,2022-11-13,2024-06-18,Denied
GR-D327273-PE0,"De-engineered even-keeled archive","Perez-Lozano Endowment",59932.46,51840.02,2023-01-20,2024-06-10,Approved
GR-D328306-CO6,"Decentralized regional matrix","Collins and Sons Institute",31081.02,19551.55,2022-09-16,2024-09-10,Denied
GR-D339315-MA0,"De-engineered well-modulated functionalities","Martin-Davis Foundation",37848.05,30610.56,2022-08-30,2024-09-12,Pending
GR-D341337-RU8,"Down-sized local product","Russell, Day and Freeman Institute",19689.47,10736.68,2024-03-18,2024-11-21,Denied
GR-D343678-SW1,"Digitized homogeneous task-force","Sweeney-Cobb Trust",64374.13,32868.26,2023-07-01,2024-09-13,Pending
GR-D347071-JO9,"De-engineered tangible leverage","Johnson-Frazier Fund",23264.78,17169.59,2023-09-29,2025-03-09,Approved
GR-D358758-WA1,"Devolved composite support","Watson-Smith Fund",95981.05,78681.40,2023-07-21,2025-02-19,Approved
GR-D385498-PA3,"Diverse user-facing implementation","Parks-Martinez Trust",38411.62,26026.57,2022-09-03,2024-07-06,Denied
GR-D394340-HA2,"Distributed static model","Hall-Douglas Institute",87444.03,59649.74,2023-09-22,2024-10-28,Pending
GR-D421242-HO5,"Devolved coherent complexity","Holland-Sanchez Council",15868.74,13327.60,2022-09-15,2024-03-29,Approved
GR-D431305-RI4,"Down-sized multimedia open architecture","Richardson Ltd Endowment",12963.54,7493.13,2022-12-14,2024-04-07,Approved
GR-D445879-MY2,"Diverse even-keeled orchestration","Myers-Scott Fund",74963.26,55768.81,2023-11-02,2024-10-15,Denied
GR-D449821-GR5,"Decentralized composite toolset","Griffin Group Endowment",24602.53,16132.72,2024-02-25,2024-06-12,Denied
GR-D450946-SM5,"Digitized non-volatile strategy","Smith, Calderon and Hall Institute",82249.45,57681.42,2023-09-25,2024-05-21,Pending
GR-D456080-FI7,"Distributed demand-driven benchmark","Fitzpatrick-Harris Fund",29270.40,25483.32,2023-03-27,2024-07-11,Approved
GR-D458594-ST2,"Distributed web-enabled time-frame","Stafford Inc Foundation",69343.16,57935.75,2023-01-22,2024-09-27,Approved
GR-D461091-MC3,"Down-sized attitude-oriented Internet solution","Mccormick, King and James Endowment",65617.91,45950.35,2023-04-23,2024-03-30,Approved
